Name;URL;Primary Language;Created At;Repository Age;Amount of stars;Total amount of release(s);Total Source LOC;Total Line LOC;Total Blank LOC;Total Comments LOC;CBO;DIT;WMC;LOC
TechEmpower/FrameworkBenchmarks;https://github.com/TechEmpower/FrameworkBenchmarks;Java;22/03/13 17:33:54;7;5697;15;105054728;118868708;12214452;2876013;4.0;1.0;2.0;12.0
Nightonke/BoomMenu;https://github.com/Nightonke/BoomMenu;Java;19/03/16 12:04:12;4;5691;0;105068044;118884207;12216294;2876444;4.0;1.0;4.0;17.0
AsyncHttpClient/async-http-client;https://github.com/AsyncHttpClient/async-http-client;Java;07/03/11 13:41:46;10;5688;0;105112860;118937982;12223968;2877866;4.0;1.0;4.0;21.0
ArthurHub/Android-Image-Cropper;https://github.com/ArthurHub/Android-Image-Cropper;Java;15/01/15 10:49:37;6;5677;32;105122186;118949064;12225460;2878185;4.0;1.0;4.5;21.0
Graylog2/graylog2-server;https://github.com/Graylog2/graylog2-server;Java;17/05/10 21:27:02;10;5653;28;105643046;119549489;12302133;2880028;6.0;1.0;4.0;15.0
Devlight/InfiniteCycleViewPager;https://github.com/Devlight/InfiniteCycleViewPager;Java;22/08/16 08:04:39;4;5652;2;105648760;119556389;12303067;2880301;3.0;2.0;2.0;12.0
weibocom/motan;https://github.com/weibocom/motan;Java;20/04/16 10:56:17;4;5649;16;105805149;119733235;12322310;2882682;4.0;1.0;4.0;21.0
nhaarman/ListViewAnimations;https://github.com/nhaarman/ListViewAnimations;Java;19/03/13 11:59:23;7;5647;14;105817945;119748809;12324640;2883230;5.0;2.0;3.0;17.0
prolificinteractive/material-calendarview;https://github.com/prolificinteractive/material-calendarview;Java;09/02/15 22:31:56;6;5642;22;105825892;119758597;12326187;2883635;4.0;1.0;3.0;15.0
daimajia/AndroidImageSlider;https://github.com/daimajia/AndroidImageSlider;Java;02/06/14 06:04:17;6;5638;5;105831960;119765952;12327186;2883966;2.0;1.0;3.0;11.0
SonarSource/sonarqube;https://github.com/SonarSource/sonarqube;Java;05/01/11 11:05:17;10;5607;7;106925903;121012590;12472543;2891709;5.0;1.0;4.0;22.0
zo0r/react-native-push-notification;https://github.com/zo0r/react-native-push-notification;Java;14/12/15 19:53:36;5;5592;26;106933633;121022206;12473938;2892311;4.0;1.0;3.0;16.5
ityouknow/spring-cloud-examples;https://github.com/ityouknow/spring-cloud-examples;Java;28/04/17 08:48:53;3;5573;0;106938860;121028712;12474996;2892551;4.0;1.0;1.0;5.0
amlcurran/ShowcaseView;https://github.com/amlcurran/ShowcaseView;Java;14/08/12 19:07:36;8;5555;13;106943792;121034839;12475910;2892881;5.0;1.0;3.0;17.0
react-native-video/react-native-video;https://github.com/react-native-video/react-native-video;Java;31/03/15 05:08:38;5;5553;5;107034962;121144853;12493583;2893904;3.0;1.0;3.0;16.5
JakeWharton/DiskLruCache;https://github.com/JakeWharton/DiskLruCache;Java;05/01/12 00:36:34;9;5548;0;107037929;121148470;12494036;2894118;2.5;1.0;11.0;43.0
emilsjolander/StickyListHeaders;https://github.com/emilsjolander/StickyListHeaders;Java;11/03/12 18:29:18;9;5512;16;107041986;121153585;12494824;2894404;3.0;1.0;3.0;10.0
google/error-prone;https://github.com/google/error-prone;Java;21/08/14 23:26:50;6;5507;9;107287976;121427320;12521561;2895236;4.0;1.0;2.0;11.0
dmytrodanylyk/circular-progress-button;https://github.com/dmytrodanylyk/circular-progress-button;Java;07/06/14 12:58:48;6;5495;0;107290336;121430503;12522100;2895549;2.0;1.0;3.0;13.0
hongyangAndroid/FlowLayout;https://github.com/hongyangAndroid/FlowLayout;Java;28/08/15 09:32:31;5;5490;0;107292959;121433820;12522541;2895814;3.0;1.0;1.0;7.0
lets-blade/blade;https://github.com/lets-blade/blade;Java;10/06/15 03:35:49;5;5481;9;107319182;121464924;12527080;2896271;3.0;1.0;4.0;19.0
facebookarchive/rebound;https://github.com/facebookarchive/rebound;Java;11/10/13 01:12:37;7;5467;10;107325992;121473104;12528182;2896565;2.0;1.0;3.0;13.0
sockeqwe/mosby;https://github.com/sockeqwe/mosby;Java;25/03/15 00:59:19;5;5461;15;107362027;121516849;12535105;2897600;3.0;1.0;3.0;12.0
alibaba/freeline;https://github.com/alibaba/freeline;Java;03/08/16 17:22:52;4;5433;22;107377091;121535916;12538171;2898609;2.0;1.0;3.0;16.0
sohutv/cachecloud;https://github.com/sohutv/cachecloud;Java;26/01/16 05:46:01;5;5429;4;107622598;121819514;12575501;2903804;2.0;1.0;3.0;11.0
real-logic/aeron;https://github.com/real-logic/aeron;Java;07/02/14 17:16:58;7;5413;72;107879877;122129881;12620195;2914051;4.0;1.0;6.0;37.0
wasabeef/richeditor-android;https://github.com/wasabeef/richeditor-android;Java;30/03/15 16:19:20;5;5413;0;107882971;122133796;12620768;2914330;2.0;1.0;1.0;5.0
knightliao/disconf;https://github.com/knightliao/disconf;Java;30/05/14 09:39:27;6;5407;12;107974593;122245481;12639852;2916863;3.0;1.0;4.0;18.0
joelittlejohn/jsonschema2pojo;https://github.com/joelittlejohn/jsonschema2pojo;Java;22/06/13 22:28:53;7;5403;57;108007391;122285777;12646844;2917748;5.0;1.0;5.0;28.0
jgilfelt/SystemBarTint;https://github.com/jgilfelt/SystemBarTint;Java;17/11/13 12:35:05;7;5397;3;108009504;122288584;12647278;2918021;7.0;2.0;4.0;41.0
li-xiaojun/XPopup;https://github.com/li-xiaojun/XPopup;Java;07/12/18 06:16:48;2;5391;118;108023431;122304582;12649074;2918319;3.0;1.0;2.0;11.0
yarolegovich/DiscreteScrollView;https://github.com/yarolegovich/DiscreteScrollView;Java;03/03/17 23:38:54;4;5385;2;108028689;122311268;12650255;2918603;2.0;1.0;2.0;11.0
evant/gradle-retrolambda;https://github.com/evant/gradle-retrolambda;Java;05/08/13 02:09:58;7;5384;37;108033113;122316763;12651064;2918874;3.0;1.0;2.0;13.0
jpush/aurora-imui;https://github.com/jpush/aurora-imui;Java;13/12/16 05:24:01;4;5383;42;108097514;122391317;12660007;2920458;2.5;1.0;3.0;13.0
evernote/android-job;https://github.com/evernote/android-job;Java;20/08/15 19:36:54;5;5379;31;108113801;122411049;12663168;2921009;4.0;1.0;4.0;19.0
sshahine/JFoenix;https://github.com/sshahine/JFoenix;Java;08/09/15 14:04:24;5;5378;0;108154032;122457483;12669092;2922060;4.0;1.0;3.0;21.0
dm77/barcodescanner;https://github.com/dm77/barcodescanner;Java;24/02/14 21:14:09;7;5362;6;108158751;122463240;12669900;2922336;2.0;1.0;2.0;10.0
k0shk0sh/FastHub;https://github.com/k0shk0sh/FastHub;Java;18/02/17 17:53:16;4;5346;63;108297246;122618316;12684260;2923918;6.0;1.0;4.0;14.0
yuanguangxin/LeetCode;https://github.com/yuanguangxin/LeetCode;Java;11/01/20 01:02:02;1;5346;0;108302019;122624519;12685281;2924332;1.0;1.0;5.0;20.0
febsteam/FEBS-Shiro;https://github.com/febsteam/FEBS-Shiro;Java;20/03/18 02:17:48;2;5342;0;108334215;122660706;12688972;2925346;4.5;1.0;3.0;13.5
liyifeng1994/ssm;https://github.com/liyifeng1994/ssm;Java;18/06/16 17:58:56;4;5326;0;108335545;122662485;12689242;2925536;2.0;1.0;3.0;16.0
facebook/facebook-android-sdk;https://github.com/facebook/facebook-android-sdk;Java;10/05/10 17:17:33;10;5324;35;108426345;122766857;12701839;2926563;3.0;1.0;3.0;14.0
ionic-team/capacitor;https://github.com/ionic-team/capacitor;Java;18/11/17 21:38:09;3;5304;49;108454358;122800669;12706713;2928018;3.0;1.0;7.5;33.0
lucasr/twoway-view;https://github.com/lucasr/twoway-view;Java;18/01/13 20:55:23;8;5279;0;108459379;122807033;12707857;2928258;4.0;1.0;6.0;30.0
apache/tomcat;https://github.com/apache/tomcat;Java;01/10/11 07:00:19;9;5245;0;109116578;123585088;12816276;2944183;3.0;1.0;5.0;23.0
XRecyclerView/XRecyclerView;https://github.com/XRecyclerView/XRecyclerView;Java;18/11/15 08:14:22;5;5241;0;109123356;123593206;12817364;2944455;2.0;1.0;2.0;9.0
rest-assured/rest-assured;https://github.com/rest-assured/rest-assured;Java;21/10/10 08:35:43;10;5235;0;109207305;123689156;12828770;2945701;5.0;1.0;3.0;12.0
react-native-svg/react-native-svg;https://github.com/react-native-svg/react-native-svg;Java;17/01/16 14:29:21;5;5228;73;109258057;123745695;12833823;2946620;4.0;2.0;6.0;23.0
rabbitmq/rabbitmq-tutorials;https://github.com/rabbitmq/rabbitmq-tutorials;Java;21/09/10 11:41:26;10;5222;0;109286724;123780809;12839155;2947750;5.0;1.0;3.0;25.0
yixia/VitamioBundle;https://github.com/yixia/VitamioBundle;Java;19/10/12 08:40:49;8;5219;0;109295702;123791247;12840368;2948078;3.0;1.0;4.0;21.0
square/otto;https://github.com/square/otto;Java;27/06/12 19:06:49;8;5214;0;109299888;123796387;12841126;2948327;1.0;1.0;1.0;8.0
lightbend/config;https://github.com/lightbend/config;Java;06/12/11 08:02:29;9;5213;0;109329240;123832277;12846097;2950671;3.0;1.0;5.0;17.0
commonsguy/cw-omnibus;https://github.com/commonsguy/cw-omnibus;Java;12/03/12 14:12:06;9;5204;36;109656203;124216235;12888492;2966730;3.0;1.0;3.0;17.0
robolectric/robolectric;https://github.com/robolectric/robolectric;Java;28/08/10 00:28:25;10;5203;71;109876842;124474273;12925404;2969009;4.0;1.0;3.0;14.0
apache/incubator-dolphinscheduler;https://github.com/apache/incubator-dolphinscheduler;Java;01/03/19 16:39:25;2;5201;15;110126686;124763857;12962094;2972681;4.0;1.0;5.0;28.0
haifengl/smile;https://github.com/haifengl/smile;Java;20/11/14 16:28:12;6;5189;22;118563916;133233414;12992477;3011856;5.0;1.0;9.0;39.0
mrniko/netty-socketio;https://github.com/mrniko/netty-socketio;Java;12/01/12 11:43:49;9;5188;3;118573807;133245362;12994321;3012097;3.0;1.0;4.0;15.0
amitshekhariitbhu/Fast-Android-Networking;https://github.com/amitshekhariitbhu/Fast-Android-Networking;Java;21/03/16 18:35:44;4;5187;8;118597352;133273729;12998762;3012502;2.0;1.0;2.0;11.0
apache/zeppelin;https://github.com/apache/zeppelin;Java;25/03/15 07:00:06;5;5176;0;118990141;133722725;13049158;3019678;3.0;1.0;5.0;29.0
Clans/FloatingActionButton;https://github.com/Clans/FloatingActionButton;Java;21/03/15 12:36:16;5;5171;14;118994652;133728311;13049970;3019978;2.0;1.0;2.0;10.0
ximsfei/Android-skin-support;https://github.com/ximsfei/Android-skin-support;Java;12/01/17 15:03:54;4;5162;0;119028976;133768770;13055545;3021034;5.0;1.0;6.0;25.0
Tencent/Shadow;https://github.com/Tencent/Shadow;Java;13/06/19 10:50:27;1;5156;1;119079553;133829566;13064330;3022522;3.0;1.0;2.0;11.5
cryptomator/cryptomator;https://github.com/cryptomator/cryptomator;Java;02/02/14 00:43:47;7;5153;102;119111278;133867886;13068877;3024699;7.0;1.0;4.0;23.0
scribejava/scribejava;https://github.com/scribejava/scribejava;Java;05/09/10 19:11:40;10;5148;4;119130108;133890717;13072677;3024977;3.0;1.0;2.0;17.0
hanks-zyh/HTextView;https://github.com/hanks-zyh/HTextView;Java;19/12/15 16:34:59;5;5131;0;119135515;133897780;13073885;3025446;2.0;1.0;3.0;12.0
thinkaurelius/titan;https://github.com/thinkaurelius/titan;Java;25/02/12 22:53:53;9;5129;0;119474416;134291541;13111503;3045453;4.0;1.0;4.0;14.0
Yalantis/Side-Menu.Android;https://github.com/Yalantis/Side-Menu.Android;Java;13/01/15 11:11:27;6;5115;2;119476056;134293776;13111853;3045708;2.0;1.0;3.0;8.5
google/grafika;https://github.com/google/grafika;Java;19/12/13 18:36:53;7;5098;1;119491259;134311360;13114036;3045942;5.0;2.0;9.0;60.0
motianhuo/wechat;https://github.com/motianhuo/wechat;Java;25/05/15 02:33:37;5;5093;0;119604439;134438579;13127804;3047353;3.0;1.0;3.0;20.0
MindorksOpenSource/from-java-to-kotlin;https://github.com/MindorksOpenSource/from-java-to-kotlin;Java;21/05/17 11:56:27;3;5066;0;119606886;134442137;13128586;3047664;0.5;1.0;7.0;18.5
h6ah4i/android-advancedrecyclerview;https://github.com/h6ah4i/android-advancedrecyclerview;Java;24/01/15 16:14:39;6;5066;1;119646281;134489628;13136192;3049000;4.0;2.0;4.0;17.0
apache/jmeter;https://github.com/apache/jmeter;Java;26/05/10 23:38:07;10;5053;0;120059450;134952716;13178874;3058316;4.0;2.0;7.0;34.0
springfox/springfox;https://github.com/springfox/springfox;Java;06/05/12 06:38:57;8;5049;12;120198930;135110368;13195012;3059933;3.0;1.0;4.0;16.0
frogermcs/InstaMaterial;https://github.com/frogermcs/InstaMaterial;Java;10/11/14 18:56:49;6;5037;1;120203671;135116213;13195875;3060199;2.0;1.0;1.0;7.0
xxv/android-lifecycle;https://github.com/xxv/android-lifecycle;Java;18/04/14 14:26:22;6;5029;0;120213633;135126592;13196112;3060494;7.5;2.0;20.0;104.0
wuhaoyu1990/MagicCamera;https://github.com/wuhaoyu1990/MagicCamera;Java;08/01/16 11:36:56;5;5007;0;120236950;135154267;13200039;3060966;3.0;1.0;4.0;25.0
Alluxio/alluxio;https://github.com/Alluxio/alluxio;Java;21/12/12 17:43:46;8;4997;42;120741125;135722476;13255324;3070597;5.0;1.0;6.0;29.0
CameraKit/camerakit-android;https://github.com/CameraKit/camerakit-android;Java;27/11/16 19:29:43;4;4997;17;120754169;135739825;13258225;3072302;2.0;1.0;2.0;10.0
apache/dubbo-spring-boot-project;https://github.com/apache/dubbo-spring-boot-project;Java;18/01/18 12:10:50;3;4991;13;120764460;135752789;13260490;3072737;5.0;1.0;2.0;11.0
gzu-liyujiang/AndroidPicker;https://github.com/gzu-liyujiang/AndroidPicker;Java;21/10/15 14:21:16;5;4991;28;120792158;135782443;13262183;3073073;2.0;1.0;2.0;8.0
KeepSafe/TapTargetView;https://github.com/KeepSafe/TapTargetView;Java;11/09/16 09:07:36;4;4989;22;120795416;135786541;13262790;3073332;2.0;1.0;3.0;15.0
yanzhenjie/SwipeRecyclerView;https://github.com/yanzhenjie/SwipeRecyclerView;Java;03/08/16 15:43:34;4;4988;0;120815161;135809862;13266136;3073633;3.0;1.0;3.0;18.0
alibaba/UltraViewPager;https://github.com/alibaba/UltraViewPager;Java;29/03/17 13:31:53;3;4987;10;120819828;135815682;13266921;3074026;2.0;1.0;3.5;13.5
Trinea/android-common;https://github.com/Trinea/android-common;Java;19/06/12 07:49:46;8;4981;1;120832925;135830608;13268491;3074882;3.0;1.0;7.0;22.0
changmingxie/tcc-transaction;https://github.com/changmingxie/tcc-transaction;Java;05/12/15 04:27:53;5;4971;0;120872713;135877211;13275072;3076631;3.0;1.0;4.0;14.0
wequick/Small;https://github.com/wequick/Small;Java;27/11/15 11:37:20;5;4962;25;120911000;135922026;13280373;3078577;2.0;1.0;1.0;6.0
bytedeco/javacv;https://github.com/bytedeco/javacv;Java;21/04/14 13:50:26;6;4944;6;120962827;135977939;13284212;3079084;4.0;1.0;9.0;47.0
traex/RippleEffect;https://github.com/traex/RippleEffect;Java;14/10/14 13:32:51;6;4942;0;120964719;135980442;13284563;3079357;2.0;1.0;1.0;5.0
Vedenin/useful-java-links;https://github.com/Vedenin/useful-java-links;Java;13/02/16 13:14:52;5;4924;0;120986161;136006049;13288117;3080495;2.0;1.0;2.0;15.0
careercup/ctci;https://github.com/careercup/ctci;Java;21/03/13 23:01:01;7;4912;0;121036308;136065189;13295708;3081806;2.0;1.0;7.0;28.0
